-0.1532	0.7407	0.0541
-0.0054	0.8632	0.1379
0.0655	0.8191	0.0591
-0.0746	0.6776	0.1192
0.0628	0.7007	0.1227
-0.0892	0.7357	0.1323
-0.1192	0.8162	0.0850
-0.1386	0.8331	0.1810
-0.2149	0.9779	0.1452
0.0156	0.9554	0.1808
0.0663	0.4233	0.0516
0.0658	0.6384	0.1280
-0.0690	0.5752	0.1529
-0.0906	0.7350	0.1602
-0.0316	0.4381	0.0959
-0.0277	0.3639	0.1378
-0.0921	0.8934	0.1304
0.0316	0.6873	0.1055
0.0324	0.4757	0.1228
-0.1213	0.5386	0.1128
-0.1205	0.7405	0.1257
-0.0037	0.8465	0.0974
-0.1610	0.5254	0.0635
0.1385	0.8382	0.0765
0.1597	0.9138	0.0908
-0.1317	0.1918	0.0774
0.1258	0.9139	0.1333
0.1507	0.4772	0.1335
-0.0486	0.3388	0.0509
-0.1525	0.9002	0.0523
0.0641	0.8933	0.0702
-0.0973	0.5285	0.1209
0.1448	0.4697	0.0940
-0.0134	0.9185	0.0363
-0.0521	0.7009	0.1548
-0.0956	0.4963	0.1067
0.2051	0.3267	0.0924
-0.1103	0.4704	0.0844
0.3173	0.8045	0.1329
-0.1215	0.6827	0.1199
0.0410	0.6244	0.1170
-0.0527	0.8588	0.0465
0.0938	0.7421	0.0721
0.0030	0.5951	0.0738
-0.0779	0.4745	0.1514
0.0515	0.5981	0.1250
0.1271	0.7840	0.1465
0.0985	0.6960	0.0408
0.1251	0.6980	0.0930
-0.0486	0.5415	0.0675
0.4177	0.1094	0.1202
0.1845	-0.1061	0.1251
0.4792	0.0713	0.0983
0.4708	0.1639	0.1069
0.4276	0.1568	0.0863
0.4430	0.0583	0.1093
0.3662	0.1558	0.1036
0.4042	0.3729	0.0871
0.4564	0.1369	0.0975
0.1238	-0.0497	0.0949
0.3824	0.0854	0.0884
0.4189	0.0160	0.1114
0.3336	0.1465	0.0828
0.3868	0.1957	0.1154
0.6118	0.1219	0.1020
0.3871	0.2930	0.0888
0.3504	-0.0725	0.1034
0.4432	0.1399	0.0991
0.3351	0.0970	0.0936
0.2952	0.2125	0.1082
0.3429	0.1997	0.1228
0.5025	0.1373	0.1078
0.5100	0.2309	0.1207
0.5060	0.3427	0.0883
0.5198	0.1451	0.0783
0.3224	0.2616	0.0882
0.1710	0.2510	0.0951
0.4709	-0.0688	0.0914
0.4802	-0.0174	0.1091
0.3249	-0.0209	0.1023
0.2713	0.2043	0.0900
0.4365	0.1646	0.1203
0.4517	0.0121	0.0951
0.3059	0.2162	0.1100
0.5599	0.2302	0.0663
0.4361	0.0834	0.0780
0.3076	-0.0869	0.1225
0.3806	0.1302	0.1075
0.3374	0.1248	0.0746
0.3924	0.3452	0.0928
0.4894	0.1161	0.1017
0.3851	0.1033	0.1073
0.5211	0.3226	0.1166
0.3697	0.0175	0.0951
0.5003	0.2027	0.1205
0.2173	0.1350	0.1004
0.2799	0.0157	0.0695
0.5251	-0.0648	0.1215
0.4690	0.1514	0.1215
0.4024	0.1068	0.0717
1.1221	0.4353	0.0350
1.2139	0.5583	-0.0310
1.1749	0.3369	0.1328
1.1724	0.2099	0.1662
1.2218	0.2405	0.0867
1.2036	0.3640	0.2211
1.2013	0.6486	0.1615
1.1786	0.3836	0.1307
1.1339	0.2989	0.2294
1.2175	0.6827	-0.2281
1.1795	0.3609	-0.0636
1.1535	0.3482	0.0368
1.2409	0.3952	0.0051
1.1796	0.2538	0.1869
1.1318	0.2664	0.0648
1.1971	0.2569	0.0404
1.2952	0.1858	0.1840
1.1545	0.2704	-0.1715
1.1919	0.3716	0.0736
1.2453	0.4550	0.1333
1.2773	0.4594	0.1928
1.2202	0.4896	0.1974
1.2417	0.5601	0.1417
1.1365	0.4951	0.1168
1.1211	0.3508	0.1110
1.2074	0.3374	0.1077
1.2251	0.3305	0.1027
1.2157	0.5706	0.0814
1.1370	0.2683	0.1511
1.1870	0.2305	0.1259
1.1821	0.3205	0.0403
1.2155	0.1639	0.1254
1.2044	0.3575	-0.0169
1.2862	0.5625	0.3634
1.2439	0.4251	0.0716
1.1529	0.5300	0.0811
1.1706	0.3305	0.1068
1.2381	0.4787	0.1269
1.1981	0.4381	0.1673
1.1568	0.3516	0.0441
1.2893	0.4540	0.1263
1.2019	0.4624	0.1132
1.2257	0.3085	-0.0331
1.2433	0.4366	0.0365
1.2643	0.5230	0.0593
1.1406	0.3082	0.0460
1.2003	0.3924	0.2276
1.1729	0.4577	0.1328
1.2634	0.2514	0.1364
1.1597	0.5124	-0.0160
0.4152	1.1654	0.0537
0.4713	1.2367	0.1215
0.5783	1.2985	0.2100
0.2885	1.1942	-0.0608
0.5196	1.2606	0.0296
0.4323	1.2945	0.1580
0.3245	1.2047	0.1707
0.5009	1.1985	0.1218
0.3071	1.1925	0.0468
0.4517	1.1864	0.0756
0.5344	1.1866	0.0590
0.2577	1.0891	0.1691
0.4724	1.2064	0.1170
0.4053	1.3299	0.1080
0.2271	1.1847	0.0926
0.2139	1.1484	0.0723
0.4459	1.2074	0.1650
0.2730	1.1739	0.2688
0.3485	1.2580	0.2055
0.2688	1.2764	0.2398
0.2665	1.2304	0.1362
0.3116	1.1616	0.1737
0.2654	1.0587	0.0663
0.5120	1.1753	0.1013
0.4196	1.1579	0.1447
0.3418	1.1491	0.0731
0.2021	1.1785	0.1130
0.3868	1.0755	0.0973
0.4259	1.1898	0.1108
0.3719	1.2871	0.0947
0.5200	1.1487	0.1167
0.5238	1.0974	0.0631
0.4526	1.0875	0.0078
0.6620	1.2174	0.0599
0.3659	1.2498	0.1665
0.4742	1.1410	0.0800
0.1272	1.2238	0.2951
0.3448	1.2639	0.1284
0.2923	1.2086	0.1240
0.4449	1.2092	0.0529
0.3815	1.3094	0.0225
0.2873	1.3117	0.0400
0.3629	1.1782	0.0983
0.4007	1.1575	0.1838
0.5225	1.2551	0.1286
0.3363	1.1365	0.1058
0.3106	1.1466	0.1445
0.4558	1.0873	0.1563
0.4807	1.3436	-0.0277
0.3302	1.1911	0.0170
0.5286	1.3081	0.7708
0.3979	1.3525	0.6900
0.4508	1.0485	0.7887
0.3656	1.2015	0.6076
0.3596	1.0639	0.8185
0.5048	1.2617	0.8515
0.4773	1.1218	0.7060
0.5166	1.2082	0.8037
0.3587	1.3146	0.7570
0.4204	1.1214	0.6938
0.5367	1.2147	0.8983
0.2970	1.2341	0.6229
0.6279	1.0316	0.8328
0.3313	1.0679	0.8444
0.4445	1.2416	0.7733
0.3429	1.1726	0.8675
0.5010	1.3525	0.7271
0.4171	1.1252	0.7488
0.2690	1.3318	0.8956
0.4694	1.1864	0.6083
0.5022	1.1028	0.8315
0.2359	1.0693	0.9447
0.2419	1.2242	0.8148
0.4260	1.2809	0.7651
0.6063	1.1150	0.7714
0.2541	1.0946	0.7249
0.3918	1.3977	0.7426
0.2149	1.2676	1.0645
0.3970	1.2432	0.8151
0.4054	1.0562	0.8773
0.4484	1.2117	0.8571
0.2831	1.1173	0.9928
0.4325	1.2217	0.6430
0.2695	1.2338	0.6930
0.5849	1.2650	0.7791
0.3585	1.1952	0.9671
0.3441	1.2547	0.8323
0.4154	1.1772	0.7643
0.4625	1.1322	0.7884
0.5646	1.3104	0.8266
0.3705	1.2679	0.8044
0.3586	1.2389	0.8043
0.4364	0.8324	0.8816
0.5708	1.3313	0.9051
0.1873	1.2350	0.8737
0.4239	1.4011	0.7587
0.3645	1.2623	0.8202
0.3587	1.1453	0.6997
0.3367	0.9774	0.8817
0.4022	1.0761	0.7073
