0.0127	0.4668
0.0729	0.8448
0.1176	0.4957
0.0401	0.7708
-0.0443	0.5297
-0.0219	0.8206
-0.1473	0.7786
-0.0858	0.6031
-0.0508	0.7681
0.0019	0.8795
-0.1689	0.5777
0.0806	0.9841
-0.0146	0.7915
0.0371	0.6960
-0.2283	0.9445
0.0530	0.0061
0.0911	0.9494
0.0483	0.5029
0.0618	0.9410
-0.0220	0.3912
-0.0119	0.6224
0.0362	0.4975
-0.1609	1.0332
-0.0738	0.8744
-0.0230	0.7048
0.1202	0.6791
0.0445	0.5821
0.0671	0.5983
0.0836	1.3584
0.0929	1.1116
-0.1342	0.6253
-0.0562	0.6512
-0.0996	0.6237
-0.0770	0.7733
0.0085	0.8265
-0.1325	0.5693
0.1327	0.5983
0.0209	1.0285
0.0187	0.8806
-0.1187	0.4897
0.0083	1.0883
0.0007	0.3403
0.0693	0.5826
0.0014	0.6351
-0.0667	1.0526
-0.2394	0.7299
0.2205	0.4023
-0.0202	0.8130
-0.0474	0.5895
0.1203	0.5446
0.4687	0.1754
0.5025	0.0359
0.5138	0.1243
0.4007	0.0885
0.4191	-0.0124
0.3179	0.1796
0.4715	0.0956
0.4485	0.1803
0.3796	-0.0458
0.2482	0.1321
0.4715	0.2000
0.4117	0.1253
0.4411	0.1716
0.3705	-0.0543
0.2862	0.2493
0.2990	0.2331
0.3278	-0.0361
0.5970	0.0576
0.3547	0.0087
0.4762	0.0221
0.3585	0.1476
0.5474	0.1342
0.3364	0.0727
0.4006	0.1629
0.3744	-0.0245
0.3837	0.0410
0.2693	0.0713
0.4223	0.2546
0.3815	0.1773
0.2355	0.0810
0.4289	0.2019
0.5444	0.3737
0.4626	0.2278
0.3415	0.0775
0.4847	-0.0120
0.5374	0.0592
0.2627	0.3212
0.4329	0.0433
0.4562	0.0386
0.4490	-0.0830
0.4290	-0.1235
0.4920	0.2157
0.3034	0.0177
0.3340	0.0285
0.1372	0.1313
0.4378	0.0624
0.4606	0.1035
0.4025	0.0763
0.5555	-0.0024
0.4622	0.2099
1.1810	0.4004
1.2217	0.4166
1.2311	0.2898
1.1820	0.4160
1.2823	0.3725
1.1260	0.3235
1.1928	0.2908
1.2342	0.5179
1.1961	0.1914
1.3047	0.3129
1.2759	0.4940
1.2514	0.4429
1.1917	0.3047
1.2305	0.2883
1.1549	0.3815
1.2250	0.3834
1.1860	0.2173
1.1832	0.4994
1.3229	0.4132
1.1576	0.2042
1.1866	0.3861
1.1861	0.2134
1.2085	0.4973
1.2264	0.3556
1.1970	0.4407
1.1601	0.4019
1.2978	0.3025
1.1660	0.3648
1.2538	0.4227
1.2010	0.2327
1.1952	0.2820
1.1624	0.4167
1.1075	0.4972
1.1032	0.2903
1.2131	0.3976
1.2301	0.3393
1.0878	0.3821
1.1951	0.4489
1.2817	0.3474
1.2378	0.2794
1.2126	0.3455
1.1167	0.2348
1.1978	0.4001
1.2365	0.6589
1.1160	0.2304
1.1794	0.5179
1.2118	0.2534
1.2069	0.3480
1.1784	0.3676
1.2486	0.2554
0.3405	1.1713
0.2868	1.2809
0.7814	1.2357
0.4717	1.2012
0.4329	1.2208
0.6318	1.1787
0.3303	1.2302
0.4481	1.2422
0.2707	1.2413
0.4098	1.2656
0.2578	1.2050
0.4568	1.2499
0.3374	1.1810
0.4108	1.1510
0.5714	1.1050
0.4870	1.1591
0.4070	1.1556
0.3967	1.1916
0.3551	1.3298
0.2880	1.1604
0.4187	1.1719
0.4510	1.3732
0.4806	1.1914
0.4314	1.0976
0.2604	1.2173
0.3720	1.2062
0.1949	1.2726
0.3247	1.2245
0.3497	1.2807
0.3367	1.1081
0.3543	1.2195
0.1888	1.1586
0.3256	1.1595
0.3960	1.2356
0.4459	1.2235
0.5166	1.2835
0.3314	1.0983
0.3459	1.2164
0.4729	1.3056
0.2768	1.1689
0.3535	1.1891
0.3863	1.1438
0.5074	1.2028
0.5434	1.1419
0.3777	1.1187
0.4205	1.2263
0.4207	1.1707
0.4169	1.2047
0.3284	1.1535
0.3616	1.0861
